Actaeon	Brain	Bluetooth	Aarhus	Abd_ar_Rahman_III	Color	Christ__title_	Acacia_sensu_lato	Amazons	Bioterrorism	Bodybuilding	Bistability	Altair	Conspiracy_theory	Albert__Duke_of_Prussia	Adam_Carolla	The_Birth_of_a_Nation	Bodhidharma	Boston_Herald	Bernard_Montgomery
0.1164853182292443	0.18962090723903213	0.15605902519004322	0.12868286381477617	0.14329010781537238	0.17416902668057832	0.1311919312366473	0.19615441943657774	0.16639340189794802	0.17764694191881553	0.6507676255775824	0.14557559497192826	0.1272668554677796	0.18018085159238834	0.11439856908630198	0.1397625080737318	0.1605057882446465	0.14589854424405027	0.135439956277637	0.11767774631092562
0.10210455863761433	0.20725812448873354	0.16048189187179296	0.10470736967353313	0.12560422399048116	0.2019037703577006	0.11853945117870157	0.17996579162638507	0.1390644753476612	0.18145311221833865	0.19439280136833495	0.9184948315609429	0.13742842269651223	0.17267792072581245	0.0952628839146278	0.09184204655313453	0.13698222651892616	0.13222280062467465	0.10470736967353313	0.08328995314940135
0.13355874894336434	0.1680050718512257	0.14571005917159763	0.1264792899408284	0.14364961961115807	0.17038250211327136	0.14317413355874894	0.18364327979712594	0.15997464074387152	0.15469146238377007	0.1614539306846999	0.1370984784446323	0.9218617920540998	0.16367286559594252	0.11517328825021132	0.13260777683854608	0.15791420118343194	0.1467138630600169	0.14285714285714285	0.1227810650887574
0.15601963160927534	0.20335009040872692	0.16271583841675444	0.14497188387942853	0.17360462574761062	0.19399129691815525	0.1816122558467622	0.1945675283644962	0.19901841953623303	0.20464164365052556	0.1968724541498599	0.1395672303137481	0.1472966797146661	0.618435432272935	0.12363145031494029	0.1634709003119598	0.2266775289605977	0.18946092554692312	0.1518667911856459	0.14266695809406482
0.12114441755104574	0.12865388195866692	0.11257990442499845	0.11909638180351269	0.18761248681189102	0.13312232358964812	0.14323837894867497	0.14112828151182275	0.17414510022962826	0.12213740458015267	0.12077204741513065	0.09973313473592751	0.11320052131819028	0.1387699373176938	0.9186371253025507	0.11444175510457395	0.13703221001675667	0.11841370322100167	0.12021349221125799	0.13380500217215913
0.16067162198035573	0.1765330501725511	0.19248296610919388	0.1789000973365189	0.16064950004424386	0.1825059729227502	0.16219803557207327	0.2040748606318025	0.1941863551898062	0.20491549420405275	0.19650915848155032	0.1312936908238209	0.15222104238562958	0.2189850455711884	0.12018847889567295	0.6614680116803823	0.23013450137156005	0.17044951774179276	0.20332271480399963	0.16368020529156713
0.1591961660827192	0.17021062381700294	0.15065845112963633	0.13797269542104626	0.16183399782529903	0.17216382747372236	0.15845112963634167	0.18299706012645484	0.19300471185212034	0.1827151544440417	0.1691434094478676	0.11684990536023519	0.14353026458861906	0.2021062381700294	0.12125971567798316	0.1877089122467883	0.6037412911280254	0.16221658410857395	0.15982038580806252	0.14991341468325883
0.12716501419344223	0.15374172049203932	0.11786728103015592	0.11486403093759	0.15849343810424982	0.1412556053811659	0.1470769737112766	0.15191097214794091	0.16715349487801867	0.1367095898300901	0.139712839922656	0.09546632657259226	0.11938947628255235	0.1648907722055375	0.12089110132883532	0.11671534948780186	0.15234294647632368	0.6098860410581314	0.12547825729213807	0.11443205660920723
0.14294666480991505	0.1618159030775658	0.15610639186742795	0.15708118646428074	0.16815206795710905	0.1588218911015179	0.14294666480991505	0.18221696142598523	0.18381840969224342	0.18165993594206936	0.16306921041637654	0.10674000835538226	0.15951817295641277	0.19962400779835676	0.12400779835677482	0.19969363598384626	0.21173931207352736	0.16348697952931346	0.9203453558000279	0.15039688065729007
0.14204785743088408	0.15252220266136884	0.13855640902072247	0.14117253656185766	0.18496808521101135	0.13995298838478712	0.15212880002360415	0.1640095596840977	0.17481829715668243	0.1652881182568329	0.15022079723044543	0.1052548757339418	0.1267051545580613	0.17310699568240606	0.14480167589523688	0.14448695378502513	0.17339221259478546	0.1360976425346932	0.1469358852051103	0.4126596968832676
